#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PDENDC454_05261	1121091.AUMP01000012_gene3360	3.19e-101	297.0	COG1028@1|root,COG1028@2|Bacteria,1TYDG@1239|Firmicutes,4HDFC@91061|Bacilli	91061|Bacilli	IQ	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
PDENDC454_05266	1196323.ALKF01000200_gene2777	0.0	1475.0	COG5184@1|root,COG5184@2|Bacteria,1VWHF@1239|Firmicutes,4HVBA@91061|Bacilli,26SEE@186822|Paenibacillaceae	91061|Bacilli	DZ	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	SLH
PDENDC454_05271	1117108.PAALTS15_15461	3.56e-255	707.0	COG3397@1|root,COG3979@1|root,COG3397@2|Bacteria,COG3979@2|Bacteria,1TT45@1239|Firmicutes,4HEJN@91061|Bacilli,26TIE@186822|Paenibacillaceae	91061|Bacilli	G	PFAM chitin-binding domain 3 protein	-	-	-	-	-	-	-	-	-	-	-	-	LPMO_10,fn3
PDENDC454_05276	1196323.ALKF01000141_gene3491	9.25e-124	365.0	COG4977@1|root,COG4977@2|Bacteria,1UQWM@1239|Firmicutes,4HF5C@91061|Bacilli,26T6R@186822|Paenibacillaceae	91061|Bacilli	K	AraC family transcriptional regulator	pchR	-	-	-	-	-	-	-	-	-	-	-	HTH_18
PDENDC454_05281	1536775.H70737_19670	1.45e-190	540.0	COG0477@1|root,COG2814@2|Bacteria,1V1A5@1239|Firmicutes,4HFM8@91061|Bacilli,274RR@186822|Paenibacillaceae	91061|Bacilli	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
PDENDC454_05286	1034769.KB910518_gene2623	2.5e-137	399.0	COG0614@1|root,COG0614@2|Bacteria,1V02W@1239|Firmicutes,4HDHQ@91061|Bacilli,26V30@186822|Paenibacillaceae	91061|Bacilli	P	Ferrichrome ABC transporter substrate-binding protein	-	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
PDENDC454_05291	1196323.ALKF01000141_gene3478	1.84e-177	518.0	COG0614@1|root,COG4977@1|root,COG0614@2|Bacteria,COG4977@2|Bacteria,1UYK4@1239|Firmicutes,4HD9R@91061|Bacilli,26UHH@186822|Paenibacillaceae	91061|Bacilli	K	AraC family transcriptional regulator	-	-	-	ko:K21701	-	-	-	-	ko00000,ko03000	-	-	-	AraC_binding,HTH_18,Peripla_BP_2
PDENDC454_05296	1501230.ET33_15430	2.12e-17	76.6	COG1943@1|root,COG1943@2|Bacteria,1V4ET@1239|Firmicutes,4HH13@91061|Bacilli,26YJB@186822|Paenibacillaceae	91061|Bacilli	L	Transposase IS200 like	-	-	-	ko:K07491	-	-	-	-	ko00000	-	-	-	Y1_Tnp
PDENDC454_05301	1501230.ET33_15435	1.28e-130	384.0	COG0675@1|root,COG0675@2|Bacteria,1TT4J@1239|Firmicutes,4HEKB@91061|Bacilli,26UMB@186822|Paenibacillaceae	91061|Bacilli	L	Putative transposase DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	OrfB_IS605,OrfB_Zn_ribbon
PDENDC454_05306	743719.PaelaDRAFT_1097	3.47e-93	277.0	COG1660@1|root,COG1660@2|Bacteria,1V1TY@1239|Firmicutes,4HIVE@91061|Bacilli,26X76@186822|Paenibacillaceae	91061|Bacilli	S	AAA domain	tmrB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	AAA_18
PDENDC454_05311	1196323.ALKF01000201_gene2926	1.72e-59	188.0	COG1051@1|root,COG1051@2|Bacteria,1V4AV@1239|Firmicutes,4IPK8@91061|Bacilli	91061|Bacilli	F	COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
PDENDC454_05316	649747.HMPREF0083_03677	5.89e-211	591.0	COG1304@1|root,COG1304@2|Bacteria,1TPC4@1239|Firmicutes,4HAU5@91061|Bacilli,26TAU@186822|Paenibacillaceae	91061|Bacilli	C	FMN-dependent dehydrogenase	lctO	-	1.13.12.4	ko:K00467,ko:K10530	ko00620,map00620	-	R00319	RC01312	ko00000,ko00001,ko01000	-	-	-	FMN_dh
PDENDC454_05321	1117108.PAALTS15_27971	4e-14	72.0	COG2323@1|root,COG2323@2|Bacteria,1V3N6@1239|Firmicutes,4HDTW@91061|Bacilli,26X5V@186822|Paenibacillaceae	91061|Bacilli	S	Membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF421
PDENDC454_05331	1196323.ALKF01000201_gene2941	2.82e-165	469.0	2BVW3@1|root,2Z7TB@2|Bacteria,1U57H@1239|Firmicutes,4HT48@91061|Bacilli,26TH3@186822|Paenibacillaceae	91061|Bacilli	S	5'-nucleotidase	-	-	-	-	-	-	-	-	-	-	-	-	5-nucleotidase
PDENDC454_05336	717605.Theco_2963	8.42e-70	218.0	COG3832@1|root,COG3832@2|Bacteria,1VHR3@1239|Firmicutes,4HQYK@91061|Bacilli,26YE4@186822|Paenibacillaceae	91061|Bacilli	S	PFAM Activator of Hsp90 ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AHSA1
PDENDC454_05341	937777.Deipe_0220	1.25e-29	113.0	COG1051@1|root,COG1051@2|Bacteria	2|Bacteria	F	GDP-mannose mannosyl hydrolase activity	-	-	3.6.1.55	ko:K03207,ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	NUDIX
PDENDC454_03749	1117108.PAALTS15_27149	3.96e-232	641.0	COG0820@1|root,COG0820@2|Bacteria,1TPVF@1239|Firmicutes,4H9NU@91061|Bacilli,26RV5@186822|Paenibacillaceae	91061|Bacilli	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs	rlmN	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360	2.1.1.192	ko:K06941	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Fer4_14,Radical_SAM
PDENDC454_03754	1196323.ALKF01000205_gene4086	6.81e-127	367.0	COG0631@1|root,COG0631@2|Bacteria,1V6K5@1239|Firmicutes,4HCDR@91061|Bacilli,26SUS@186822|Paenibacillaceae	91061|Bacilli	T	serine threonine protein phosphatase	stp	-	3.1.3.16	ko:K20074	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	PP2C,PP2C_2
PDENDC454_03759	1196323.ALKF01000205_gene4087	0.0	971.0	COG0515@1|root,COG0515@2|Bacteria,1TP3F@1239|Firmicutes,4H9KD@91061|Bacilli,26TP2@186822|Paenibacillaceae	91061|Bacilli	KLT	serine threonine protein kinase	prkC	GO:0002237,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009847,GO:0009987,GO:0010033,GO:0010243,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0032494,GO:0032502,GO:0036211,GO:0042221,GO:0042834,GO:0043170,GO:0043207,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0065007,GO:0070887,GO:0071216,GO:0071219,GO:0071224,GO:0071310,GO:0071417,GO:0071495,GO:0071704,GO:0071944,GO:0097367,GO:0140096,GO:1901564,GO:1901698,GO:1901699,GO:1901700,GO:1901701	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	PASTA,Pkinase
PDENDC454_03764	1196323.ALKF01000205_gene4088	2.21e-165	468.0	COG1162@1|root,COG1162@2|Bacteria,1TPSQ@1239|Firmicutes,4HA9W@91061|Bacilli,26QE7@186822|Paenibacillaceae	91061|Bacilli	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	-	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	-	RsgA_GTPase,RsgA_N
PDENDC454_03769	1196323.ALKF01000205_gene4089	6e-117	339.0	COG0036@1|root,COG0036@2|Bacteria,1TQK8@1239|Firmicutes,4H9RW@91061|Bacilli,26Q92@186822|Paenibacillaceae	91061|Bacilli	G	Belongs to the ribulose-phosphate 3-epimerase family	rpe	GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575	5.1.3.1	ko:K01783	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01529	RC00540	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribul_P_3_epim
PDENDC454_03774	1196323.ALKF01000205_gene4090	8.45e-32	113.0	2987S@1|root,2ZCZ5@2|Bacteria,1W49I@1239|Firmicutes,4I0PQ@91061|Bacilli,270U7@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03779	1268072.PSAB_11155	9.25e-11	55.8	2DIPV@1|root,303UQ@2|Bacteria,1TVA3@1239|Firmicutes,4I8X8@91061|Bacilli,270NM@186822|Paenibacillaceae	91061|Bacilli	S	Stage V sporulation protein M	-	-	-	ko:K06414	-	-	-	-	ko00000	-	-	-	SpoV
PDENDC454_03789	1117108.PAALTS15_27114	4.79e-34	117.0	COG0227@1|root,COG0227@2|Bacteria,1VEI2@1239|Firmicutes,4HNIK@91061|Bacilli,26ZTQ@186822|Paenibacillaceae	91061|Bacilli	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
PDENDC454_03794	1196323.ALKF01000205_gene4093	1.22e-62	193.0	COG1302@1|root,COG1302@2|Bacteria,1V731@1239|Firmicutes,4HIS4@91061|Bacilli,26YC7@186822|Paenibacillaceae	91061|Bacilli	S	Asp23 family, cell envelope-related function	yloU	-	-	-	-	-	-	-	-	-	-	-	Asp23
PDENDC454_03799	1196323.ALKF01000205_gene4094	0.0	891.0	COG1461@1|root,COG1461@2|Bacteria,1TQMX@1239|Firmicutes,4HBSE@91061|Bacilli,26TIN@186822|Paenibacillaceae	91061|Bacilli	S	kinase related to dihydroxyacetone kinase	yloV	-	-	ko:K07030	-	-	-	-	ko00000	-	-	-	Dak1_2,Dak2
PDENDC454_03804	1196323.ALKF01000205_gene4095	1.5e-157	447.0	COG1307@1|root,COG1307@2|Bacteria,1TRM7@1239|Firmicutes,4HBIR@91061|Bacilli,26S8K@186822|Paenibacillaceae	91061|Bacilli	S	DegV family	degV3	-	-	-	-	-	-	-	-	-	-	-	DegV
PDENDC454_03809	1196323.ALKF01000205_gene4096	0.0	1169.0	COG1200@1|root,COG1200@2|Bacteria,1TQ6I@1239|Firmicutes,4HAWN@91061|Bacilli,26QT4@186822|Paenibacillaceae	91061|Bacilli	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG	GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,RecG_wedge
PDENDC454_03814	1196323.ALKF01000205_gene4097	6.35e-47	152.0	2EE6G@1|root,33811@2|Bacteria,1VH6H@1239|Firmicutes,4HQPC@91061|Bacilli,26Z1U@186822|Paenibacillaceae	91061|Bacilli	S	serine threonine protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	SpoVIF
PDENDC454_03829	1195236.CTER_1417	1.88e-143	411.0	COG1250@1|root,COG1250@2|Bacteria,1TPJS@1239|Firmicutes,248AE@186801|Clostridia,3WHJ6@541000|Ruminococcaceae	186801|Clostridia	I	3-hydroxyacyl-CoA dehydrogenase	-	-	1.1.1.157	ko:K00074	ko00360,ko00362,ko00650,ko01100,ko01120,map00360,map00362,map00650,map01100,map01120	-	R01976,R05576,R06941	RC00029,RC00117	ko00000,ko00001,ko01000	-	-	-	3HCDH,3HCDH_N
PDENDC454_03839	1195236.CTER_1419	3.3e-196	552.0	COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,247UB@186801|Clostridia,3WI1F@541000|Ruminococcaceae	186801|Clostridia	C	Acyl-CoA dehydrogenase, C-terminal domain	-	-	1.3.8.6	ko:K00252,ko:K18244	ko00071,ko00310,ko00362,ko00380,ko01100,ko01120,ko01130,map00071,map00310,map00362,map00380,map01100,map01120,map01130	M00032	R02487,R02488,R10074	RC00052,RC00156	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
PDENDC454_03844	573061.Clocel_3946	4.91e-170	484.0	COG3882@1|root,COG3882@2|Bacteria,1TTCC@1239|Firmicutes,24A4U@186801|Clostridia,36G4Q@31979|Clostridiaceae	186801|Clostridia	Q	HAD-superfamily phosphatase, subfamily IIIC	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
PDENDC454_03849	1236976.JCM16418_322	9.8e-74	243.0	COG0331@1|root,COG0331@2|Bacteria,1TRDU@1239|Firmicutes,4HFPZ@91061|Bacilli,26QVB@186822|Paenibacillaceae	91061|Bacilli	I	malonyl CoA-acyl carrier protein transacylase	-	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
PDENDC454_03854	720554.Clocl_2663	0.0	1372.0	COG3321@1|root,COG3321@2|Bacteria,1VU8Z@1239|Firmicutes,24YJI@186801|Clostridia,3WSTF@541000|Ruminococcaceae	186801|Clostridia	Q	Beta-ketoacyl synthase	-	-	-	ko:K13614	-	-	-	-	ko00000,ko01004,ko01008	-	-	-	KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
PDENDC454_03859	195103.CPF_0829	1.32e-100	325.0	COG1132@1|root,COG1132@2|Bacteria,1TPZP@1239|Firmicutes,249WV@186801|Clostridia,36EX9@31979|Clostridiaceae	186801|Clostridia	V	ABC transporter	-	-	-	ko:K06147	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_tran
PDENDC454_03864	702450.CUW_0690	2.16e-106	340.0	COG1132@1|root,COG1132@2|Bacteria,1TPZP@1239|Firmicutes,3VPQA@526524|Erysipelotrichia	526524|Erysipelotrichia	P	ATPases associated with a variety of cellular activities	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
PDENDC454_03869	1131462.DCF50_p2722	1.25e-54	187.0	COG0331@1|root,COG0331@2|Bacteria,1TPB7@1239|Firmicutes,247UF@186801|Clostridia,260H7@186807|Peptococcaceae	186801|Clostridia	I	malonyl CoA-acyl carrier protein transacylase	fabD	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
PDENDC454_03874	588581.Cpap_3841	2.68e-174	513.0	COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,2490U@186801|Clostridia,3WGCA@541000|Ruminococcaceae	186801|Clostridia	Q	TIGRFAM amino acid adenylation domain	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
PDENDC454_03879	1122927.KB895412_gene1346	1.53e-268	752.0	COG3408@1|root,COG3408@2|Bacteria,1UXMW@1239|Firmicutes,4IS99@91061|Bacilli,26QZD@186822|Paenibacillaceae	91061|Bacilli	G	Trehalase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_63,Trehalase
PDENDC454_03884	1122927.KB895412_gene1347	1.69e-257	724.0	COG2972@1|root,COG2972@2|Bacteria,1V15H@1239|Firmicutes,4HFA9@91061|Bacilli,26RBE@186822|Paenibacillaceae	91061|Bacilli	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,His_kinase
PDENDC454_03889	1122927.KB895412_gene1348	1.82e-161	465.0	COG2207@1|root,COG4753@1|root,COG2207@2|Bacteria,COG4753@2|Bacteria,1VBVC@1239|Firmicutes,4HE95@91061|Bacilli,274CX@186822|Paenibacillaceae	91061|Bacilli	T	helix_turn_helix, arabinose operon control protein	-	-	-	ko:K07720	ko02020,map02020	M00519	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	HTH_18,HTH_AraC,Response_reg
PDENDC454_03894	1122927.KB895412_gene1349	2.25e-239	665.0	COG1653@1|root,COG1653@2|Bacteria,1TSDJ@1239|Firmicutes,4IPM2@91061|Bacilli,26VW4@186822|Paenibacillaceae	91061|Bacilli	G	Bacterial extracellular solute-binding protein	-	-	-	ko:K02027,ko:K10120	-	M00197,M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1,3.A.1.1.20	-	-	SBP_bac_1,SBP_bac_8
PDENDC454_03899	1122927.KB895412_gene1351	2.57e-185	519.0	COG1175@1|root,COG1175@2|Bacteria,1TPTZ@1239|Firmicutes,4HB63@91061|Bacilli,26S91@186822|Paenibacillaceae	91061|Bacilli	G	ABC transporter permease	-	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
PDENDC454_03904	1122927.KB895412_gene1352	1.8e-154	437.0	COG0395@1|root,COG0395@2|Bacteria,1UY7D@1239|Firmicutes,4HCWU@91061|Bacilli,26QC7@186822|Paenibacillaceae	91061|Bacilli	G	binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02026,ko:K10242	ko02010,map02010	M00206,M00207	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.23	-	-	BPD_transp_1
PDENDC454_03909	1122918.KB907268_gene73	3.24e-93	286.0	COG0697@1|root,COG0697@2|Bacteria,1TPUW@1239|Firmicutes,4HDIE@91061|Bacilli,26VH3@186822|Paenibacillaceae	91061|Bacilli	EG	COG0697 Permeases of the drug metabolite transporter (DMT) superfamily	-	-	-	-	-	-	-	-	-	-	-	-	EamA
PDENDC454_03914	1117108.PAALTS15_27069	9.7e-111	324.0	COG2135@1|root,COG2135@2|Bacteria,1TRRV@1239|Firmicutes,4HDUN@91061|Bacilli,26T4Z@186822|Paenibacillaceae	91061|Bacilli	S	Belongs to the SOS response-associated peptidase family	yoqW	-	-	-	-	-	-	-	-	-	-	-	SRAP
PDENDC454_03919	1460634.JCM19037_4604	6.45e-70	231.0	2DXS0@1|root,3468P@2|Bacteria,1UJD4@1239|Firmicutes,4IT5V@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03924	1122927.KB895415_gene4445	1.2e-46	156.0	2DM47@1|root,31NDW@2|Bacteria,1V6DA@1239|Firmicutes,4HIJM@91061|Bacilli,26WWF@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03929	1122927.KB895415_gene4446	1.11e-248	689.0	COG0389@1|root,COG0389@2|Bacteria,1TP42@1239|Firmicutes,4HA1P@91061|Bacilli,26QK5@186822|Paenibacillaceae	91061|Bacilli	L	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII	dinB2	-	2.7.7.7	ko:K02346,ko:K03502	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	IMS,IMS_C,IMS_HHH
PDENDC454_03934	1196323.ALKF01000205_gene4101	2.27e-64	199.0	2FI1U@1|root,34C4Y@2|Bacteria,1W09I@1239|Firmicutes,4HYIN@91061|Bacilli,270DS@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03939	1196323.ALKF01000205_gene4102	1.01e-93	276.0	COG0664@1|root,COG0664@2|Bacteria,1V690@1239|Firmicutes,4HI8X@91061|Bacilli,26T2U@186822|Paenibacillaceae	91061|Bacilli	T	Crp Fnr family transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	Crp,cNMP_binding
PDENDC454_03944	1196323.ALKF01000205_gene4103	8.44e-35	121.0	2E85N@1|root,332J6@2|Bacteria,1VFSE@1239|Firmicutes,4HNIY@91061|Bacilli,26ZS6@186822|Paenibacillaceae	91061|Bacilli	S	Spore coat associated protein JA (CotJA)	cotJA	-	-	ko:K06332	-	-	-	-	ko00000	-	-	-	CotJA
PDENDC454_03949	1196323.ALKF01000205_gene4104	2.81e-41	137.0	2E34J@1|root,32Y4N@2|Bacteria,1VESM@1239|Firmicutes,4HKID@91061|Bacilli,26Z5D@186822|Paenibacillaceae	91061|Bacilli	S	CotJB protein	cotJB	-	-	ko:K06333	-	-	-	-	ko00000	-	-	-	CotJB
PDENDC454_03954	1444309.JAQG01000064_gene151	2.85e-122	350.0	COG3546@1|root,COG3546@2|Bacteria,1TQVQ@1239|Firmicutes,4HA34@91061|Bacilli,26QJJ@186822|Paenibacillaceae	91061|Bacilli	P	Manganese containing catalase	cotJC	-	-	ko:K06334	-	-	-	-	ko00000	-	-	-	Mn_catalase
PDENDC454_03959	1196323.ALKF01000205_gene4106	2.18e-198	555.0	2C1YU@1|root,32R9F@2|Bacteria,1VPFM@1239|Firmicutes,4IRKB@91061|Bacilli,26Y6W@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03964	1196323.ALKF01000205_gene4107	0.0	2400.0	COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,26Q93@186822|Paenibacillaceae	91061|Bacilli	Q	Non-ribosomal peptide synthetase modules and related proteins	-	-	-	ko:K15667	ko01054,map01054	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding
PDENDC454_03969	1196323.ALKF01000205_gene4108	1.58e-259	724.0	COG1680@1|root,COG1680@2|Bacteria,1TRPT@1239|Firmicutes,4HG2G@91061|Bacilli,26U5R@186822|Paenibacillaceae	91061|Bacilli	V	beta-lactamase	-	-	-	ko:K06160	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1.113.2	-	-	ABC_membrane,ABC_tran,Beta-lactamase
PDENDC454_03974	1196323.ALKF01000205_gene4109	1.59e-141	403.0	COG3208@1|root,COG3208@2|Bacteria,1V2EY@1239|Firmicutes,4HWEP@91061|Bacilli,276KC@186822|Paenibacillaceae	91061|Bacilli	Q	Thioesterase domain	-	-	-	-	-	-	-	-	-	-	-	-	Thioesterase
PDENDC454_03979	1196323.ALKF01000205_gene4110	1.13e-191	533.0	COG1250@1|root,COG1250@2|Bacteria,1TPJS@1239|Firmicutes,4HFI6@91061|Bacilli,26TDV@186822|Paenibacillaceae	91061|Bacilli	I	Dehydrogenase	-	-	1.1.1.157	ko:K00074	ko00360,ko00362,ko00650,ko01100,ko01120,map00360,map00362,map00650,map01100,map01120	-	R01976,R05576,R06941	RC00029,RC00117	ko00000,ko00001,ko01000	-	-	-	3HCDH,3HCDH_N
PDENDC454_03984	1196323.ALKF01000205_gene4111	7.65e-232	640.0	COG3882@1|root,COG3882@2|Bacteria,1TTCC@1239|Firmicutes,4HF60@91061|Bacilli,26TJJ@186822|Paenibacillaceae	91061|Bacilli	Q	HAD-superfamily phosphatase, subfamily IIIC	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
PDENDC454_03989	1196323.ALKF01000205_gene4112	4.83e-50	159.0	COG0236@1|root,COG0236@2|Bacteria,1VMCB@1239|Firmicutes,4HR5M@91061|Bacilli,26ZWJ@186822|Paenibacillaceae	91061|Bacilli	IQ	Phosphopantetheine attachment site	-	-	-	-	-	-	-	-	-	-	-	-	PP-binding
PDENDC454_03994	1196323.ALKF01000205_gene4113	5.61e-237	656.0	COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,4HT2S@91061|Bacilli,274FQ@186822|Paenibacillaceae	91061|Bacilli	I	Acyl-CoA dehydrogenase, middle domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
