,,,,20XA,,20XB,,20XD,,20VB,,20VC,,20VD,,44XC,,44XD,,44XE,,44VA,,44VC,,44VE,,,
AHKH01000008.1,48196,48819,623,208916,335.3386838,157495,252.8009631,150587,241.7126806,125738,201.8266453,254615,408.6918138,155108,248.9695024,85715,137.5842697,95011,152.505618,163742,262.8282504,122936,197.329053,53641,86.1011236,47936,76.94382022,PDENDC454_04681,"""unassigned_transcript_4675""; db_xref ""NCBI_GP:EHQ63414.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04681""; note ""COG1974 SOS-response transcriptional repressors (RecA-mediated autopeptidases)""; product ""LexA family transcriptional repressor""; protein_id ""EHQ63414.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,49070,49447,377,0,0,1208,3.204244032,594,1.575596817,1919,5.090185676,4208,11.16180371,1827,4.846153846,522,1.384615385,297,0.787798408,2169,5.75331565,1198,3.177718833,1399,3.710875332,1630,4.323607427,PDENDC454_04686,"""unassigned_transcript_4676""; db_xref ""NCBI_GP:EHQ63415.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04686""; note ""COG1388 FOG: LysM repeat""; product ""peptidoglycan-binding LysM""; protein_id ""EHQ63415.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,49614,49826,212,3274,15.44339623,3684,17.37735849,2955,13.93867925,3189,15.04245283,4675,22.05188679,3483,16.42924528,1538,7.254716981,972,4.58490566,3209,15.13679245,4154,19.59433962,2127,10.03301887,1908,9,PDENDC454_04691,"""unassigned_transcript_4677""; db_xref ""NCBI_GP:EHQ63416.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04691""; note ""COG4224 Uncharacterized protein conserved in bacteria""; product ""hypothetical protein""; protein_id ""EHQ63416.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,49860,50441,581,45731,78.71084337,37899,65.23063683,32526,55.9827883,30917,53.21342513,43770,75.33562823,31928,54.9535284,22446,38.63339071,26312,45.28743546,49490,85.18072289,38136,65.63855422,21004,36.15146299,26739,46.02237522,PDENDC454_04696,"""unassigned_transcript_4678""; db_xref ""NCBI_GP:EHQ63417.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04696""; note ""COG0477 Permeases of the major facilitator superfamily""; product ""hypothetical protein""; protein_id ""EHQ63417.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,50478,51284,806,102102,126.6774194,102810,127.5558313,74797,92.80024814,54207,67.25434243,121443,150.6736973,71198,88.33498759,57349,71.15260546,59258,73.52109181,78530,97.43176179,75584,93.77667494,60805,75.44044665,57395,71.20967742,PDENDC454_04701,"""unassigned_transcript_4679""; db_xref ""NCBI_GP:EHQ63418.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04701""; note ""COG1011 Predicted hydrolase (HAD superfamily)""; product ""HAD superfamily hydrolase""; protein_id ""EHQ63418.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,51512,51964,452,7790,17.23451327,6178,13.66814159,6079,13.44911504,3189,7.055309735,9943,21.99778761,4898,10.83628319,12739,28.18362832,15195,33.61725664,22085,48.86061947,27105,59.96681416,26179,57.91814159,15366,33.99557522,PDENDC454_04706,"""unassigned_transcript_4680""; db_xref ""NCBI_GP:EHQ63419.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04706""; product ""hypothetical protein""; protein_id ""EHQ63419.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,52018,52557,539,12451,23.10018553,8538,15.84044527,6970,12.93135436,7271,13.48979592,7027,13.03710575,6933,12.86270872,13815,25.63079777,9349,17.34508349,25007,46.39517625,14565,27.02226345,12241,22.71057514,5076,9.417439703,PDENDC454_04711,"""unassigned_transcript_4681""; db_xref ""NCBI_GP:EHQ63420.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04711""; note ""COG1791 Uncharacterized conserved protein, contains double-stranded beta-helix domain""; product ""MtnD""; protein_id ""EHQ63420.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,52721,56155,3434,135332,39.40943506,123633,36.00262085,112849,32.86225976,78529,22.86808387,153592,44.72684916,100660,29.3127548,79406,23.12347117,80007,23.29848573,109432,31.86721025,67711,19.71782178,83718,24.37914968,87100,25.36400699,PDENDC454_04716,"""unassigned_transcript_4682""; db_xref ""NCBI_GP:EHQ63421.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04716""; note ""COG0646 Methionine synthase I (cobalamin-dependent), methyltransferase domain""; product ""methionine synthase""; protein_id ""EHQ63421.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,56348,57280,932,24810,26.62017167,26273,28.18991416,30954,33.21244635,18919,20.29935622,34080,36.56652361,19775,21.21781116,8966,9.620171674,15586,16.72317597,18725,20.09120172,19823,21.2693133,13819,14.82725322,18926,20.30686695,PDENDC454_04721,"""unassigned_transcript_4683""; db_xref ""NCBI_GP:EHQ63422.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04721""; note ""COG1234 Metal-dependent hydrolases of the beta-lactamase superfamily III""; product ""Rnz""; protein_id ""EHQ63422.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,57335,58666,1331,49536,37.21712998,40410,30.3606311,48734,36.61457551,25922,19.47558227,48899,36.73854245,34504,25.92336589,26086,19.5987979,29941,22.49511645,36587,27.48835462,25523,19.17580766,21215,15.9391435,28069,21.08865515,PDENDC454_04726,"""unassigned_transcript_4684""; db_xref ""NCBI_GP:EHQ63423.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04726""; note ""COG0673 Predicted dehydrogenases and related proteins""; product ""oxidoreductase""; protein_id ""EHQ63423.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,58715,59542,827,44339,53.61426844,29987,36.25997582,26193,31.67230955,15260,18.452237,37135,44.90326481,22440,27.13422007,14560,17.60580411,22808,27.57920193,19728,23.85489722,13141,15.88996372,20749,25.08948005,26379,31.89721886,PDENDC454_04731,"""unassigned_transcript_4685""; db_xref ""NCBI_GP:EHQ63424.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04731""; note ""COG0647 Predicted sugar phosphatases of the HAD superfamily""; product ""had-superfamily subfamily iia hydrolase like protein""; protein_id ""EHQ63424.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,59584,60426,842,26455,31.4192399,29748,35.33016627,21404,25.42042755,12774,15.17102138,26334,31.27553444,21552,25.59619952,12321,14.63301663,23123,27.46199525,18416,21.87173397,11303,13.4239905,14840,17.62470309,20739,24.63064133,PDENDC454_04736,"""unassigned_transcript_4686""; db_xref ""NCBI_GP:EHQ63425.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04736""; note ""COG0266 Formamidopyrimidine-DNA glycosylase""; product ""formamidopyrimidine-DNA glycosylase""; protein_id ""EHQ63425.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,60479,61336,857,37737,44.03383897,48575,56.68028005,52551,61.31971995,22881,26.69894982,54217,63.26371062,34512,40.27071179,24131,28.15752625,29971,34.97199533,27764,32.39673279,23852,27.831972,29696,34.65110852,38339,44.73628938,PDENDC454_04741,"""unassigned_transcript_4687""; db_xref ""NCBI_GP:EHQ63426.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04741""; note ""COG0648 Endonuclease IV""; product ""apurinic endonuclease Apn1""; protein_id ""EHQ63426.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,61369,61707,338,6676,19.75147929,9088,26.88757396,10562,31.24852071,5375,15.90236686,11341,33.55325444,8085,23.92011834,4702,13.9112426,5134,15.18934911,7925,23.44674556,2675,7.914201183,6580,19.46745562,9546,28.24260355,PDENDC454_04746,"""unassigned_transcript_4688""; db_xref ""NCBI_GP:EHQ63427.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04746""; product ""ribosomal RNA methyltransferase RrmJ/FtsJ""; protein_id ""EHQ63427.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,61707,62051,344,11609,33.74709302,11056,32.13953488,15370,44.68023256,6240,18.13953488,12410,36.0755814,6871,19.97383721,5763,16.75290698,5917,17.2005814,6720,19.53488372,5300,15.40697674,6607,19.20639535,8374,24.34302326,PDENDC454_04751,"""unassigned_transcript_4689""; db_xref ""NCBI_GP:EHQ63428.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04751""; note ""COG0526 Thiol-disulfide isomerase and thioredoxins""; product ""thioredoxin""; protein_id ""EHQ63428.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,62099,62812,713,30745,43.12061711,25549,35.83309958,32344,45.36325386,20284,28.44880785,36128,50.67040673,33362,46.79102384,16428,23.04067321,18030,25.28751753,25092,35.19214586,10640,14.92286115,18723,26.25946704,26145,36.66900421,PDENDC454_04756,"""unassigned_transcript_4690""; db_xref ""NCBI_GP:EHQ63429.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04756""; note ""COG1119 ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA""; product ""ABC transporter ATP-binding protein""; protein_id ""EHQ63429.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,62787,63980,1193,45236,37.91785415,47273,39.62531433,47861,40.11818944,40555,33.99413244,62529,52.41324392,40474,33.92623638,27594,23.12992456,30917,25.91533948,24144,20.23805532,23295,19.52640402,23748,19.90611903,35605,29.84492875,PDENDC454_04761,"""unassigned_transcript_4691""; db_xref ""NCBI_GP:EHQ63430.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04761""; note ""COG2933 Predicted SAM-dependent methyltransferase""; product ""SAM-dependent methyltransferase""; protein_id ""EHQ63430.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,64151,65716,1565,747,0.477316294,490,0.313099042,3359,2.146325879,297,0.189776358,788,0.503514377,592,0.37827476,2724,1.74057508,3212,2.052396166,3139,2.005750799,2664,1.702236422,595,0.380191693,3658,2.337380192,PDENDC454_04766,"""unassigned_transcript_4692""; db_xref ""NCBI_GP:EHQ63431.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04766""; note ""COG0515 Serine/threonine protein kinase""; product ""serine/threonine protein kinase""; protein_id ""EHQ63431.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,65746,66915,1169,402,0.343883661,164,0.140290847,1979,1.692899914,296,0.25320787,868,0.74251497,199,0.170230967,2134,1.825491873,2273,1.94439692,89,0.076133447,2897,2.478186484,1630,1.394354149,3907,3.342172797,PDENDC454_04771,"""unassigned_transcript_4693""; db_xref ""NCBI_GP:EHQ63432.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04771""; product ""saf domain protein""; protein_id ""EHQ63432.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,66955,67665,710,888,1.250704225,780,1.098591549,932,1.312676056,495,0.697183099,585,0.823943662,0,0,4005,5.64084507,1728,2.433802817,2196,3.092957746,2352,3.312676056,95,0.133802817,1427,2.009859155,PDENDC454_04776,"""unassigned_transcript_4694""; db_xref ""NCBI_GP:EHQ63433.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04776""; note ""COG0445 NAD/FAD-utilizing enzyme apparently involved in cell division""; product ""hypothetical protein""; protein_id ""EHQ63433.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,67739,68497,758,99,0.13060686,1957,2.581794195,978,1.290237467,440,0.580474934,1231,1.624010554,668,0.881266491,1750,2.308707124,2754,3.633245383,1246,1.643799472,983,1.296833773,0,0,2671,3.523746702,PDENDC454_04781,"""unassigned_transcript_4695""; db_xref ""NCBI_GP:EHQ63434.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04781""; product ""hypothetical protein""; protein_id ""EHQ63434.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,68505,70382,1877,1975,1.052210975,1234,0.657432072,1485,0.7911561,2008,1.069792222,2117,1.127863612,1279,0.6814065,6135,3.268513586,3764,2.005327651,6380,3.399041023,4661,2.483217901,2773,1.477357485,8626,4.595631327,PDENDC454_04786,"""unassigned_transcript_4696""; db_xref ""NCBI_GP:EHQ63435.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04786""; note ""COG4962 Flp pilus assembly protein, ATPase CpaF""; product ""Flp pilus assembly protein, ATPase CpaF""; protein_id ""EHQ63435.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,70375,72384,2009,939,0.467396715,2147,1.068690891,4325,2.152812344,1835,0.913389746,4536,2.257839721,3292,1.638626182,3463,1.723743156,4777,2.3777999,3727,1.855151817,5029,2.503235441,1771,0.881533101,9417,4.68740667,PDENDC454_04791,"""unassigned_transcript_4697""; db_xref ""NCBI_GP:EHQ63436.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04791""; product ""hypothetical protein""; protein_id ""EHQ63436.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,72477,72947,470,879,1.870212766,294,0.625531915,653,1.389361702,71,0.15106383,100,0.212765957,0,0,1995,4.244680851,30,0.063829787,1290,2.744680851,1155,2.457446809,0,0,1109,2.359574468,PDENDC454_04796,"""unassigned_transcript_4698""; db_xref ""NCBI_GP:EHQ63437.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04796""; product ""hypothetical protein""; protein_id ""EHQ63437.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,73054,73434,380,297,0.781578947,200,0.526315789,1351,3.555263158,0,0,1180,3.105263158,52,0.136842105,1118,2.942105263,803,2.113157895,1015,2.671052632,523,1.376315789,1193,3.139473684,1196,3.147368421,PDENDC454_04801,"""unassigned_transcript_4699""; db_xref ""NCBI_GP:EHQ63438.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04801""; product ""hypothetical protein""; protein_id ""EHQ63438.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,73453,74004,551,13,0.023593466,183,0.332123412,132,0.239564428,489,0.887477314,274,0.497277677,0,0,2417,4.386569873,1282,2.326678766,1410,2.558983666,3111,5.646098004,1095,1.987295826,3175,5.762250454,PDENDC454_04806,"""unassigned_transcript_4700""; db_xref ""NCBI_GP:EHQ63439.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04806""; product ""hypothetical protein""; protein_id ""EHQ63439.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,73994,74995,1001,1985,1.983016983,1259,1.257742258,2831,2.828171828,978,0.977022977,2678,2.675324675,1500,1.498501499,5475,5.46953047,3652,3.648351648,4845,4.84015984,2489,2.486513487,618,0.617382617,4881,4.876123876,PDENDC454_04811,"""unassigned_transcript_4701""; db_xref ""NCBI_GP:EHQ63440.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04811""; product ""hypothetical protein""; protein_id ""EHQ63440.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,75149,76345,1196,31265,26.14130435,28215,23.59113712,24789,20.72658863,12381,10.35200669,26258,21.9548495,20814,17.40301003,18117,15.14799331,23387,19.55434783,26280,21.97324415,18593,15.54598662,20541,17.17474916,24458,20.44983278,PDENDC454_04816,"""unassigned_transcript_4702""; db_xref ""NCBI_GP:EHQ63441.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04816""; note ""COG2059 Chromate transport protein ChrA""; product ""chromate transporter""; protein_id ""EHQ63441.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,76478,77137,659,14923,22.64491654,19391,29.42488619,11470,17.40515933,11645,17.6707132,21832,33.12898331,20281,30.7754173,8623,13.08497724,9561,14.50834598,14825,22.49620637,11467,17.40060698,9849,14.94537178,8380,12.71623672,PDENDC454_04821,"""unassigned_transcript_4703""; db_xref ""NCBI_GP:EHQ63442.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04821""; note ""COG1564 Thiamine pyrophosphokinase""; product ""thiamine pyrophosphokinase""; protein_id ""EHQ63442.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,77344,77838,494,46878,94.89473684,52339,105.9493927,58990,119.4129555,34373,69.58097166,62645,126.8117409,42470,85.97165992,27223,55.10728745,31751,64.27327935,35245,71.34615385,29005,58.7145749,34011,68.84817814,32932,66.66396761,PDENDC454_04826,"""unassigned_transcript_4704""; db_xref ""NCBI_GP:EHQ63443.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04826""; note ""COG0394 Protein-tyrosine-phosphatase""; product ""protein tyrosine phosphatase""; protein_id ""EHQ63443.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,77911,78636,725,80302,110.7613793,81124,111.8951724,80614,111.1917241,48912,67.46482759,109292,150.7475862,55610,76.70344828,40458,55.80413793,50869,70.16413793,61747,85.16827586,33896,46.75310345,41816,57.67724138,36505,50.35172414,PDENDC454_04831,"""unassigned_transcript_4705""; db_xref ""NCBI_GP:EHQ63444.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04831""; note ""COG2382 Enterochelin esterase and related enzymes""; product ""putative esterase""; protein_id ""EHQ63444.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,78979,80043,1064,654041,614.700188,597697,561.7453008,558062,524.4943609,587127,551.8110902,1392814,1309.035714,870956,818.5676692,289196,271.8007519,316547,297.5065789,447219,420.318609,351960,330.7894737,205316,192.9661654,207573,195.087406,PDENDC454_04836,"""unassigned_transcript_4706""; db_xref ""NCBI_GP:EHQ63445.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04836""; note ""COG1071 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit""; product ""pyruvate dehydrogenase E1 component subunit alpha""; protein_id ""EHQ63445.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,80171,81145,974,540773,555.2084189,573625,588.9373717,453957,466.0749487,544966,559.513347,1646302,1690.24846,869905,893.1262834,281638,289.1560575,303458,311.5585216,359935,369.5431211,272510,279.7843943,230748,236.9075975,201228,206.5995893,PDENDC454_04841,"""unassigned_transcript_4707""; db_xref ""NCBI_GP:EHQ63446.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04841""; note ""COG0022 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit""; product ""transketolase central region""; protein_id ""EHQ63446.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,81184,82446,1262,1023212,810.7860539,1163223,921.729794,831009,658.4857369,1314154,1041.326466,3543466,2807.81775,1852117,1467.604596,515686,408.6259905,608328,482.0348653,686776,544.1965135,526445,417.1513471,475576,376.8431062,443072,351.0871632,PDENDC454_04846,"""unassigned_transcript_4708""; db_xref ""NCBI_GP:EHQ63447.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04846""; note ""COG0508 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes""; product ""hypothetical protein""; protein_id ""EHQ63447.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,82456,83871,1415,1138270,804.4310954,1301013,919.4438163,1028543,726.8855124,1526007,1078.450177,4041344,2856.073498,2150600,1519.858657,592998,419.0798587,740084,523.0275618,794471,561.4636042,628497,444.1674912,645119,455.9144876,590435,417.2685512,PDENDC454_04851,"""unassigned_transcript_4709""; db_xref ""NCBI_GP:EHQ63448.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04851""; note ""COG1249 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes""; product ""dihydrolipoyl dehydrogenase (E3 component of pyruvate complex)""; protein_id ""EHQ63448.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,84530,86080,1550,147058,94.87612903,129592,83.60774194,163649,105.58,41167,26.55935484,55394,35.73806452,58965,38.04193548,105187,67.86258065,106255,68.5516129,246747,159.1916129,84498,54.51483871,97727,63.04967742,82139,52.99290323,PDENDC454_04856,"""unassigned_transcript_4710""; db_xref ""NCBI_GP:EHQ63449.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04856""; note ""COG2986 Histidine ammonia-lyase""; product ""histidine ammonia-lyase""; protein_id ""EHQ63449.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,86192,86665,473,37786,79.8858351,33585,71.00422833,45306,95.78435518,10295,21.7653277,15080,31.88160677,19288,40.77801268,30635,64.76744186,39172,82.81606765,59960,126.7653277,27792,58.75687104,34222,72.35095137,20251,42.81395349,PDENDC454_04861,"""unassigned_transcript_4711""; db_xref ""NCBI_GP:EHQ63450.1""; gbkey ""CDS""; gene ""hutP""; locus_tag ""PDENDC454_04861""; product ""anti-terminator HutP""; protein_id ""EHQ63450.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,86820,88481,1661,175703,105.781457,185431,111.6381698,240094,144.5478627,60964,36.70319085,105100,63.27513546,82150,49.45815774,123870,74.57555689,156760,94.3768814,184925,111.333534,82518,49.67971102,127992,77.05719446,131059,78.90367249,PDENDC454_04866,"""unassigned_transcript_4712""; db_xref ""NCBI_GP:EHQ63451.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04866""; note ""COG2987 Urocanate hydratase""; product ""urocanate hydratase""; protein_id ""EHQ63451.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,88539,89810,1271,140845,110.8143194,163704,128.7993706,211436,166.3540519,56839,44.71990559,92695,72.93076318,75261,59.21400472,83684,65.84107002,110888,87.24468922,120188,94.56176239,81022,63.74665618,94310,74.20141621,96729,76.10464201,PDENDC454_04871,"""unassigned_transcript_4713""; db_xref ""NCBI_GP:EHQ63452.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04871""; note ""COG1228 Imidazolonepropionase and related amidohydrolases""; product ""imidazolonepropionase""; protein_id ""EHQ63452.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,89803,91332,1529,218502,142.9051668,198035,129.5192937,234445,153.3322433,88325,57.76651406,134176,87.75408764,106969,69.96010464,140426,91.84172662,157370,102.9234794,176950,115.7292348,107814,70.51275343,107873,70.55134075,169423,110.8064094,PDENDC454_04876,"""unassigned_transcript_4714""; db_xref ""NCBI_GP:EHQ63453.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04876""; note ""COG0062 Uncharacterized conserved protein""; product ""carbohydrate kinase""; protein_id ""EHQ63453.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,91560,92351,791,45498,57.51959545,45513,57.53855879,47676,60.27307206,25572,32.32869785,48455,61.25790139,30325,38.33754741,25331,32.02402023,30514,38.57648546,28939,36.58533502,26843,33.93552465,17989,22.74209861,26916,34.0278129,PDENDC454_04881,"""unassigned_transcript_4715""; db_xref ""NCBI_GP:EHQ63454.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04881""; note ""COG0207 Thymidylate synthase""; product ""thymidylate synthase""; protein_id ""EHQ63454.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,92461,92946,485,20460,42.18556701,19706,40.63092784,21400,44.12371134,8820,18.18556701,20488,42.24329897,18950,39.07216495,23921,49.32164948,19764,40.75051546,20668,42.61443299,27511,56.72371134,19575,40.36082474,23873,49.22268041,PDENDC454_04886,"""unassigned_transcript_4716""; db_xref ""NCBI_GP:EHQ63455.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04886""; note ""COG0262 Dihydrofolate reductase""; product ""dihydrofolate reductase""; protein_id ""EHQ63455.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,93161,94651,1490,82991,55.69865772,86477,58.03825503,85550,57.41610738,64548,43.32080537,110826,74.37986577,75072,50.38389262,51495,34.56040268,77544,52.04295302,78979,53.00604027,51048,34.26040268,38682,25.96107383,58907,39.53489933,PDENDC454_04891,"""unassigned_transcript_4717""; db_xref ""NCBI_GP:EHQ63456.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04891""; note ""COG0493 NADPH-dependent glutamate synthase beta chain and related oxidoreductases""; product ""glutamate synthase, NADH/NADPH small subunit""; protein_id ""EHQ63456.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,94743,97028,2285,35185,15.39824945,41190,18.02625821,38950,17.04595186,21592,9.449452954,41355,18.09846827,30244,13.23588621,20228,8.852516411,24908,10.90065646,27770,12.15317287,20291,8.880087527,19265,8.43107221,30568,13.37768053,PDENDC454_04896,"""unassigned_transcript_4718""; db_xref ""NCBI_GP:EHQ63457.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04896""; note ""COG0550 Topoisomerase IA""; product ""DNA topoisomerase III""; protein_id ""EHQ63457.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,97149,97895,746,121659,163.0817694,113812,152.5630027,102983,138.0469169,83675,112.1648794,188355,252.4865952,108983,146.0898123,76193,102.1353887,74359,99.6769437,109659,146.9959786,86714,116.2386059,53028,71.08310992,63913,85.67426273,PDENDC454_04901,"""unassigned_transcript_4719""; db_xref ""NCBI_GP:EHQ63458.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04901""; note ""COG1011 Predicted hydrolase (HAD superfamily)""; product ""haloacid dehalogenase""; protein_id ""EHQ63458.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,97964,98872,908,178301,196.3667401,167399,184.3601322,151959,167.3557269,126472,139.2863436,255831,281.7522026,117884,129.8281938,82710,91.09030837,98104,108.0440529,142105,156.503304,92157,101.4944934,65612,72.25991189,65710,72.36784141,PDENDC454_04906,"""unassigned_transcript_4720""; db_xref ""NCBI_GP:EHQ63459.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04906""; note ""COG0640 Predicted transcriptional regulators""; product ""ArsR family transcriptional regulator""; protein_id ""EHQ63459.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,99079,100221,1142,22110,19.36077058,22015,19.27758319,23262,20.36952715,15302,13.39929947,22019,19.28108581,22937,20.0849387,6486,5.679509632,11876,10.39929947,9882,8.65323993,9605,8.410683012,9971,8.73117338,14634,12.81436077,PDENDC454_04911,"""unassigned_transcript_4721""; db_xref ""NCBI_GP:EHQ63460.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04911""; note ""COG0477 Permeases of the major facilitator superfamily""; product ""Permease of the major facilitator superfamily protein""; protein_id ""EHQ63460.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,100342,101067,725,29506,40.69793103,38765,53.46896552,34007,46.9062069,23746,32.75310345,39046,53.85655172,35569,49.06068966,17684,24.39172414,23254,32.07448276,22345,30.82068966,23261,32.08413793,17446,24.06344828,20626,28.44965517,PDENDC454_04916,"""unassigned_transcript_4722""; db_xref ""NCBI_GP:EHQ63461.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04916""; note ""COG3638 ABC-type phosphate/phosphonate transport system, ATPase component""; product ""ABC transporter like protein""; protein_id ""EHQ63461.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,101163,101798,635,41248,64.95748031,41492,65.34173228,38568,60.73700787,21864,34.43149606,43272,68.14488189,32034,50.44724409,129268,203.5716535,77146,121.4897638,122075,192.2440945,47607,74.97165354,31379,49.41574803,42017,66.16850394,PDENDC454_04921,"""unassigned_transcript_4723""; db_xref ""NCBI_GP:EHQ63462.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04921""; product ""hypothetical protein""; protein_id ""EHQ63462.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,102015,103208,1193,65003,54.48700754,50041,41.94551551,43705,36.63453479,31798,26.65381391,60896,51.04442582,40069,33.58675608,33305,27.91701593,41547,34.82564962,64163,53.78290025,49625,41.59681475,27769,23.27661358,22442,18.81139983,PDENDC454_04926,"""unassigned_transcript_4724""; db_xref ""NCBI_GP:EHQ63463.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04926""; product ""hypothetical protein""; protein_id ""EHQ63463.1""; transl_table ""11""; exon_number ""1"";"
